feel,6,VBP
coming,2,VBG
MERU,1,NNP
explored,1,VBD
one,4,CD
dust,3,NN
pop,1,VBP
set,1,VBP
done,1,VBN
silent,1,JJ
Stars,1,NNP
comin,3,JJ
Medicine,1,NNP
radiate,1,VB
message,3,NN
pleasin,1,NN
open,4,JJ
masterfully,1,RB
honesty,1,NN
reppin,3,VB
story,1,NN
Diamond,1,NNP
observer,1,NN
start,1,NN
top,2,NN
Fuck,2,NNP
system,1,NN
carry,1,VB
solstice,1,NN
Pet,1,NNP
transcendent,1,NN
too,2,RB
claim,1,NN
feastin,1,VBP
spaceship,3,NN
speaking,1,NN
inner,2,NN
ceiling,1,NN
vibin,1,NN
way,2,NN
CARS,1,NNP
mentality,1,NN
wisdom,2,NN
Synchronize,1,NNP
treasures,1,NNS
Dirty,1,NNP
dessert,1,NN
manifestation,1,NN
gruesome,1,JJ
vain,1,NN
horn,1,JJ
chromosomes,1,NNS
grace,1,NN
wide,1,JJ
pedal,1,VBP
grew,1,VBD
savagery,1,NN
Source,1,NN
Eyelash,1,NNP
double,1,JJ
oculus,1,NN
Only,1,RB
packed,1,VBN
war,1,NN
spirited,1,VBN
binds,1,VBZ
See,2,VB
Intro,1,NNP
Ascension,6,NNP
sooth,1,JJ
lease,1,NN
weapon,1,NN
traveling,1,VBG
bridge,1,NN
false,1,JJ
minds,1,NNS
clip,1,NN
God,2,NNP
Flying,1,VBG
mind,8,NN
overnight,1,MD
juice,7,NN
say,3,VBP
Other,1,JJ
learnin,1,VBP
analysis,1,NN
optometrist,1,NN
need,7,NN
Got,4,VBD
blissful,1,JJ
saw,2,VBD
backseat,1,NN
ray,1,VB
sell,1,VBP
screw,2,NN
Buildin,1,NNP
genuine,1,VB
built,1,VBP
soak,1,NN
dancing,1,NN
warriors,1,NNS
self,10,NN
cave,1,NN
phase,1,NN
chatter,1,NN
lit,3,NN
JUICE,1,NNP
Bang,1,NNP
lifts,1,NNS
take,2,VB
which,1,WDT
season,1,NN
Psilocybin,1,NNP
many,1,JJ
heal,4,VB
channel,2,VBP
even,2,RB
gravy,1,JJ
sure,1,JJ
pain,2,NN
Theosyn,22,NNP
death,1,NN
track,1,NN
Geronimo,1,NNP
limitless,1,JJ
Minds,1,NNS
depths,1,VB
connecting,1,VBG
mouth,1,NN
plan,4,NN
palace,1,NN
hearts,2,NNS
nothing,1,NN
puddin,1,NN
panic,1,NN
upgraded,1,VBN
grave,1,NN
glow,1,NN
Bridge,7,NNP
Crystalline,1,NNP
Nuttin,2,NNP
boys,2,VBZ
roll,1,NN
dream,1,NN
clear,1,JJ
morse,1,NN
flow,1,NN
sideshow,1,NN
Pop,3,NNP
face,3,NN
High,2,NNP
ways,2,NNS
tech,1,NN
talk,1,NN
brew,6,VBD
Earth,1,NNP
left,2,JJ
wow,1,JJ
laws,1,NNS
stones,1,NNS
emerging,1,VBG
kiddin,1,NN
kite,1,NN
gold,4,NN
show,4,VB
lotus,1,NN
stove,1,NN
bring,2,NN
bright,1,JJ
spine,1,JJ
Sacred,1,JJ
slippin,1,VB
earth,3,NN
fear,4,NN
darkest,1,JJS
takin,1,VB
find,1,VB
ground,1,NN
aint,2,VBZ
weapons,2,NNS
ha,2,NN
divinity,1,NN
consciousness,4,NN
grazed,1,VBD
dick,1,NN
enough,1,JJ
cupid,1,JJ
here,1,RB
entities,1,NNS
flights,1,NNS
bliss,1,NN
touched,1,VBD
prancing,1,VBG
essence,2,NN
lodge,1,NN
blinds,1,NNS
Surrender,1,NNP
Celebrate,1,VB
IAM,1,NNP
tock,1,NN
Masters,1,NNS
rose,1,VBD
get,15,VBP
beat,1,NN
Heatin,5,NNP
dope,1,VB
fuckshit,2,VBP
watch,2,NN
trees,1,NNS
da,4,NN
compartmentalized,1,JJ
beam,1,NN
holster,1,NN
malaise,1,NN
denyin,1,NN
timing,1,NN
sput,1,NN
geometric,1,JJ
wider,1,JJR
Pardon,2,NNP
gust,1,NN
replacin,1,VBZ
Move,1,NNP
slimes,1,NNS
doubled,1,VBD
bad,1,JJ
shots,1,NNS
tunin,1,NN
release,1,NN
complimenting,1,VBG
cycles,1,NNS
ruins,1,NNS
steam,1,NN
vision,1,NN
view,1,NN
magic,1,NN
medicated,1,VBD
nuttin,1,NN
human,3,JJ
Pt,4,NNP
habit,2,NN
winnin,4,VBP
LIGHT,1,NNP
frame,2,NN
cruise,3,NN
vine,2,NN
around,1,RP
flip,1,VBP
Transmit,1,NNP
see,11,VBP
toes,1,NNS
are,2,VBP
close,2,RB
channeling,1,VBG
Babylon,1,NNP
Into,1,NNP
best,1,JJS
politicians,1,NNS
voyage,1,NN
walking,1,VBG
said,2,VBD
glistening,1,VBG
matter,1,NN
learn,1,VBP
pictures,2,VBZ
away,3,RP
Rise,1,NNP
shiva,1,JJ
demons,3,NNS
guides,1,NNS
Water,1,NNP
mud,1,NN
state,1,NN
galaxy,1,NN
closed,1,VBD
diamonds,1,NNS
Wokest,1,NNP
Flowering,1,VBG
Judgin,1,NNP
T,1,NNP
psychedelics,1,NNS
blow,1,NN
Risin,1,NNP
never,6,RB
everchanging,1,VBG
lettin,1,NN
buckets,1,VBZ
weak,1,JJ
dome,1,NN
boss,1,NN
cut,1,NN
answers,2,NNS
key,3,NN
shaman,1,NN
pursuin,1,VBP
come,5,JJ
hours,1,NNS
goddess,1,NN
limits,1,NNS
seeds,1,NNS
cup,1,NN
gimmicks,1,NNS
drug,1,NN
Elevate,1,NNP
connection,1,NN
brewin,1,NN
TRuth,1,NNP
Dematerialize,1,NNP
guardians,1,NNS
whole,4,JJ
asked,1,VBD
glorious,2,JJ
smokin,1,NN
mergin,1,VBP
Wan,1,VBP
Cleansin,1,NNP
vimana,1,NN
pose,1,VBP
simple,2,JJ
ca,3,MD
Snow,1,NNP
whatever,1,WDT
walk,1,VBP
Verse,28,NNP
revolution,1,NN
laugh,1,NN
vessel,4,JJ
respect,3,VB
trust,2,NN
ether,2,NN
boat,1,NN
math,2,NN
symptoms,1,NNS
Updated,1,VBN
seein,2,VBP
Get,1,NNP
throttled,1,VBD
recaptured,1,VBD
dud,1,NN
been,3,VBN
mark,1,NN
breath,3,NN
prime,1,JJ
vials,2,NNS
cry,1,NN
Soulstar,1,NNP
basic,2,JJ
rites,1,VBZ
important,1,JJ
peaking,1,VBG
Violet,1,NNP
life,8,NN
flight,4,NN
fire,1,NN
pyrex,1,NN
clutchin,1,JJ
crack,1,NN
resistance,1,NN
squash,1,VB
finds,1,NNS
awake,1,VBP
Mirrored,1,NNP
realms,2,NN
Cleansing,1,VBG
spin,1,NN
spirit,2,NN
present,1,JJ
floatin,2,NN
handling,1,VBG
surrender,1,NN
auras,1,NNS
fleek,1,NN
seedling,1,NN
Feel,1,NNP
might,1,MD
straight,3,VBN
originate,1,JJ
cash,1,NN
n,15,NN
will,1,MD
Tabs,1,NNP
seed,1,NN
heatin,1,VBP
wild,1,VBP
Follow,1,NNP
shops,1,NNS
Goin,2,NNP
florist,1,NN
leaves,1,NNS
juvenile,1,VBP
real,2,JJ
kindness,1,NN
pyramid,1,RB
eyelids,1,VBZ
project,1,NN
almost,1,RB
soil,1,NN
Nah,1,NNP
pipe,1,VB
Mines,1,NNP
rip,1,VBD
raise,1,VB
Looking,1,VBG
Merkaba,1,NNP
im,3,VBP
cone,1,NN
Moldavite,1,NNP
seen,1,VBN
spaceshift,1,NN
elevation,1,NN
Rivers,1,NNPS
fame,1,NN
captivating,1,VBG
Eyes,1,NNP
sippin,1,NN
pat,1,NN
pay,1,VB
make,3,VBP
foolin,1,VB
cross,1,NN
lava,1,NN
read,1,VB
bows,1,VBZ
moon,4,NN
fo,5,NN
hopin,1,NN
amulet,1,VBP
Palm,1,NNP
transit,1,NN
constructed,2,VBD
tapped,1,VBD
showing,1,VBG
Harnessing,1,NNP
higher,7,JJR
Shine,1,NNP
Faith,1,NNP
used,2,VBD
Palo,1,NNP
horus,1,NN
cloud,1,NN
defy,1,VBP
painless,1,JJ
Soul,1,NNP
rain,1,NN
hand,4,NN
sys,1,VBD
running,1,VBG
levels,1,NNS
user,1,NN
favorites,1,NNS
infinite,4,JJ
realm,2,VBZ
stack,1,VBP
starseed,1,NN
broke,1,VBD
Serving,1,VBG
kept,1,VBD
center,1,NN
rules,1,NNS
try,2,VB
Is,1,VBZ
well,1,RB
ice,1,NN
harm,1,VB
grind,2,NN
tho,1,VBP
Im,4,NNP
mother,3,NN
grid,5,JJ
Kratom,1,NNP
veils,1,NNS
know,5,VBP
Living,4,VBG
indigo,1,JJ
just,5,RB
flesh,2,NN
being,3,VBG
kali,1,NN
distribute,1,NN
rest,1,VB
replenish,1,JJ
lavish,1,JJ
Death,1,NNP
kill,1,VB
circling,1,VBG
victim,2,NN
ounces,1,NNS
facts,1,NNS
polish,1,JJ
yet,1,RB
happiness,1,NN
uzi,1,JJ
gems,1,NNS
now,8,RB
vibration,1,NN
legion,1,NN
nicks,1,NNS
shake,1,VB
extra,3,JJ
sky,1,NN
prism,1,NN
shiftin,1,NN
realize,1,VB
passive,1,JJ
source,3,NN
add,1,VB
spread,1,VBP
advanced,1,VBD
easy,1,JJ
prison,1,NN
snap,1,VB
religion,1,NN
save,2,VB
fumes,1,NNS
pot,1,NN
build,1,VB
grip,3,NN
Consciousness,1,NNP
Blemish,1,JJ
gods,1,NNS
livin,5,JJ
fate,1,JJ
Did,1,NNP
big,1,JJ
couple,3,NN
sittin,2,NN
masters,1,NNS
dark,2,NN
Passin,1,NNP
game,1,NN
fiendin,1,VBP
bandage,1,NN
Truth,2,NNP
world,1,NN
bit,1,NN
feelings,1,NNS
dreams,1,NN
apart,1,RB
HIGHER,1,NNP
screens,1,NNS
truf,1,JJ
